OID_,Field1,ID2,lat,long,el,RASTERVALU,VAT_Mapuni,VAT_Mapu_1,muaggatt_O,muaggatt_m,muaggatt_1,muaggatt_2,muaggatt_s,muaggatt_3,muaggatt_b,muaggatt_w,muaggatt_4,muaggatt_f,muaggatt_5,muaggatt_p,muaggatt_a,muaggatt_6,muaggatt_7,muaggatt_8,muaggatt_d,muaggatt_9,muaggatt_h,muaggatt_i,muaggat_10,muaggatt_n,muaggat_11,muaggatt_e,muaggat_12,muaggat_13,muaggat_14,muaggat_15,muaggat_16,muaggat_17,muaggat_18,muaggat_19,muaggat_20,muaggat_21,muaggat_22,muaggatt_u,muaggat_23,muaggat_24,muaggat_25,muaggat_26,muaggat_27,component_,component1,componen_1,componen_2,componen_3,componen_4,componen_5,componen_6,componen_7,componen_8,componen_9,compone_10,compone_11,compone_12,compone_13,compone_14,compone_15,compone_16,compone_17,compone_18,compone_19,compone_20,compone_21,compone_22,compone_23,compone_24,compone_25,compone_26,compone_27,compone_28,compone_29,compone_30,compone_31,compone_32,compone_33,compone_34,compone_35,compone_36,compone_37,compone_38,compone_39,compone_40,compone_41,compone_42,compone_43,compone_44,compone_45,compone_46,compone_47,compone_48,compone_49,compone_50,compone_51,compone_52,compone_53,compone_54,compone_55,compone_56,compone_57,compone_58,compone_59,compone_60,compone_61,compone_62,compone_63,compone_64,compone_65,compone_66,compone_67,compone_68,compone_69,compone_70,compone_71,compone_72,compone_73,compone_74,compone_75,compone_76,compone_77,compone_78,compone_79,compone_80,compone_81,compone_82,compone_83,compone_84,compone_85,compone_86,compone_87,compone_88,compone_89,compone_90,compone_91,compone_92,compone_93,compone_94,compone_95,compone_96,compone_97,compone_98,compone_99,compon_100,compon_101,compon_102,compon_103,compon_104,compon_105,compon_106,compon_107,compon_108
538,1214,98324124,47.553878333299998,-122.053047167000003,.,1389450.0000000,46021.000000000000000,1389454,5457,Sh,Sammamish silt loam,-9999,1.0000000,1.0000000,-9999,45,45,Occasional,Occasional,7,5.2500000,9.8999996,18.8999996,27.8999996,Somewhat poorly drained,Somewhat poorly drained,B/D,-9999,100,4,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.5000000,Slight,97,1.0000000,1389454,18207,-9999,80,-9999,Sammamish,Series,Yes,-9999,-9999,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,Yes,Somewhat poorly drained,0.0000000,8.0000000,15.0000000,180,0,180,flood plains,-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,1143,1334,1524,-9999,-9999,-9999,180,200,220,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B/D,Moderate,High,"Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Humaquepts",Inceptisols,Aquepts,Humaquepts,Fluvaquentic Humaquepts,fine-loamy,-9999,superactive,nonacid,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,1389454,20797355
539,1215,98331457,47.684066666699998,-122.347038333000000,.,3064840.0000000,807621.000000000000000,3064836,5493,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",-9999,3.0000000,2.8000000,-9999,65,-9999,-9999,None,10,3.1900001,5.4600000,8.4300003,9.8699999,-9999,Moderately well drained,-9999,-9999,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,18306,-9999,5,-9999,Kitsap,Series,No,-9999,-9999,0.0000000,3.0000000,5.0000000,30,61,91,-9999,5,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,-9999,-9999,-9999,180,210,240,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3064836,21113646
540,1222,98523302,47.668649763300003,-122.417772263000003,.,3064840.0000000,457179.000000000000000,3064838,5495,3057,"Urban land-Alderwood complex, 12 to 35 percent slopes",-9999,25.0000000,22.6000004,-9999,65,-9999,-9999,None,10,3.1900001,5.4600000,8.4300003,9.8699999,-9999,Moderately well drained,-9999,-9999,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,1.0000000,Not rated,10,1.0000000,3064838,18316,-9999,10,-9999,Everett,Series,No,-9999,-9999,12.0000000,25.0000000,35.0000000,31,61,91,-9999,5,48,6,-9999,-9999,-9999,-9999,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,-9999,-9999,-9999,180,210,240,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3064838,21113662
541,1223,98526875,47.667937420400001,-122.415288201999999,.,3064840.0000000,52918.000000000000000,3064842,5499,3061,"Alderwood-Everett complex, 0 to 12 percent slopes",-9999,5.0000000,4.5999999,-9999,65,-9999,None,None,10,2.6700001,4.7300000,7.3000002,8.2200003,Moderately well drained,Moderately well drained,A,-9999,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.1360000,Moderate,10,1.0000000,3064842,18336,-9999,5,-9999,Kitsap,Series,No,-9999,-9999,0.0000000,5.0000000,12.0000000,30,61,91,-9999,5,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,-9999,-9999,-9999,180,210,240,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3064842,21113685
542,1224,98534545,47.667625386300003,-122.395972274000002,.,3064830.0000000,523230.000000000000000,3064830,5490,988,"Urban land, 0 to 5 percent slopes",-9999,3.0000000,3.2000000,-9999,-9999,-9999,-9999,-9999,0,1.9299999,3.6800001,5.4000001,5.4000001,-9999,-9999,-9999,-9999,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064830,18298,-9999,5,-9999,Alderwood,Series,No,-9999,-9999,0.0000000,3.0000000,5.0000000,30,61,91,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,-9999,-9999,-9999,180,210,240,4,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3064830,21113650
543,1225,98614339,47.229412932099997,-122.398681624999995,.,3227040.0000000,392179.000000000000000,3227037,6821,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",-9999,3.0000000,2.8000000,-9999,65,-9999,-9999,None,10,3.1900001,5.4600000,8.4300003,9.8699999,-9999,Moderately well drained,-9999,-9999,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3227037,21873,-9999,15,-9999,Alderwood,Series,Yes,-9999,-9999,0.0000000,3.0000000,5.0000000,30,61,91,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,-9999,-9999,-9999,180,210,240,4,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,3227037,21372908
544,1226,98672958,47.519250000000000,-122.098144500000004,.,1389440.0000000,105309.000000000000000,1389441,5445,OvD,"Ovall gravelly loam, 15 to 25 percent slopes",-9999,20.0000000,20.0000000,91,-9999,-9999,None,None,0,3.5000000,5.9000001,9.5900002,9.5900002,Well drained,Well drained,C,-9999,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.5000000,Severe,0,1.0000000,1389441,18237,-9999,100,-9999,Ovall,Series,Yes,-9999,-9999,15.0000000,20.0000000,25.0000000,-9999,-9999,-9999,-9999,2,86,3,-9999,-9999,-9999,-9999,No,Well drained,152.0000000,351.0000000,549.0000000,113,248,23,"foothills, mountain slopes",-9999.0000000,0.1600000,-9999.0000000,9.0000000,10.0000000,11.0000000,1143,1334,1524,-9999,-9999,-9999,140,150,160,4,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Moderate,Moderate,"Loamy-skeletal, isotic, mesic Andic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Andic Dystroxerepts,loamy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,1389441,20797330
545,1227,98673164,47.519691666699998,-122.093352832999997,.,1389450.0000000,46021.000000000000000,1389454,5457,Sh,Sammamish silt loam,-9999,1.0000000,1.0000000,-9999,45,45,Occasional,Occasional,7,5.2500000,9.8999996,18.8999996,27.8999996,Somewhat poorly drained,Somewhat poorly drained,B/D,-9999,100,4,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.5000000,Slight,97,1.0000000,1389454,18207,-9999,80,-9999,Sammamish,Series,Yes,-9999,-9999,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,5,48,6,-9999,-9999,-9999,-9999,Yes,Somewhat poorly drained,0.0000000,8.0000000,15.0000000,180,0,180,flood plains,-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,1143,1334,1524,-9999,-9999,-9999,180,200,220,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B/D,Moderate,High,"Fine-loamy, mixed, superactive, nonacid, mesic Fluvaquentic Humaquepts",Inceptisols,Aquepts,Humaquepts,Fluvaquentic Humaquepts,fine-loamy,-9999,superactive,nonacid,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,1389454,20797355
546,1228,98673417,47.519271666700000,-122.094588833000003,.,1389450.0000000,24574.000000000000000,1389450,5454,RdE,"Ragnar-Indianola association, moderately steep",-9999,20.0000000,20.0000000,-9999,-9999,-9999,None,None,0,3.0100000,5.8000002,10.3699999,14.3699999,Well drained,Well drained,A,-9999,85,4,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.5320000,Severe,0,1.0000000,1389450,18217,-9999,45,-9999,Ragnar,Series,Yes,-9999,-9999,15.0000000,20.0000000,25.0000000,-9999,-9999,-9999,-9999,3,134,2,-9999,-9999,-9999,-9999,No,Well drained,91.0000000,198.0000000,305.0000000,248,0,113,"eskers, kames, terraces",-9999.0000000,0.2300000,-9999.0000000,10.0000000,11.0000000,12.0000000,889,1270,1651,-9999,-9999,-9999,150,180,210,4,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, isotic over mixed, mesic Vitrandic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,coarse-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,1389450,20797347
547,1233,99258672,48.890850867700003,-122.151181473999998,.,75092.0000000,165105.000000000000000,75092,118,31,"Clipper silt loam, drained, 0 to 2 percent slopes",-9999,1.0000000,1.0000000,-9999,90,90,None,None,3,7.4000001,13.3699999,19.9699993,23.9699993,Somewhat poorly drained,Somewhat poorly drained,C,-9999,100,2,85,Not limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.0210000,Slight,91,1.0000000,75092,626,-9999,85,-9999,Clipper,Series,Yes,-9999,drained,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,3,86,4,-9999,-9999,-9999,-9999,Yes,Somewhat poorly drained,15.0000000,53.0000000,91.0000000,180,0,180,"depressions, outwash plains",-9999.0000000,0.3000000,-9999.0000000,9.0000000,10.0000000,10.0000000,889,1080,1270,-9999,-9999,-9999,150,170,190,2,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Moderate,Moderate,"Coarse-loamy, isotic, mesic Aquic Haplorthods",Spodosols,Orthods,Haplorthods,Aquic Haplorthods,coarse-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75092,21088992
548,1234,99404535,47.151266666700003,-122.344963332999995,.,74670.0000000,534163.000000000000000,74670,6514,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",-9999,2.0000000,1.9000000,-9999,65,-9999,None,None,10,2.9500000,5.3000002,8.4499998,8.8599997,Moderately well drained,Moderately well drained,B,-9999,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.1010000,Slight,10,1.0000000,74670,21223,-9999,5,-9999,McKenna,Series,No,-9999,-9999,0.0000000,1.0000000,2.0000000,30,61,91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,15.0000000,180.0000000,245.0000000,180,0,180,"depressions, drainageways, plains",-9999.0000000,-9999.0000000,-9999.0000000,9.0000000,10.0000000,11.0000000,635,1000,1524,-9999,-9999,-9999,160,200,240,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Loamy-skeletal, mixed, superactive, nonacid, mesic Aquandic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Aquandic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,eleventh edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,74670,21076513
549,1244,99646705,48.768507339000003,-122.444967516000006,.,75063.0000000,654973.000000000000000,75063,89,179,"Whatcom silt loam, 3 to 8 percent slopes",-9999,6.0000000,5.1999998,-9999,69,69,None,None,11,8.6099997,14.7100000,23.3700008,31.8700008,Moderately well drained,Moderately well drained,C,3,80,3,80,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0230000,Moderate,16,1.0000000,75063,460,-9999,80,-9999,Whatcom,Series,Yes,-9999,-9999,3.0000000,6.0000000,8.0000000,-9999,-9999,-9999,-9999,5,86,4,-9999,-9999,-9999,-9999,No,Moderately well drained,15.0000000,99.0000000,183.0000000,180,0,180,"hills, hillslopes, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1080,1270,-9999,-9999,-9999,150,170,190,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Low,High,"Fine-loamy, isotic, mesic Aqualfic Haplorthods",Spodosols,Orthods,Haplorthods,Aqualfic Haplorthods,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75063,21088770
550,1245,99647085,48.768898695700003,-122.443759850999996,.,75063.0000000,654973.000000000000000,75063,89,179,"Whatcom silt loam, 3 to 8 percent slopes",-9999,6.0000000,5.1999998,-9999,69,69,None,None,11,8.6099997,14.7100000,23.3700008,31.8700008,Moderately well drained,Moderately well drained,C,3,80,3,80,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0230000,Moderate,16,1.0000000,75063,460,-9999,80,-9999,Whatcom,Series,Yes,-9999,-9999,3.0000000,6.0000000,8.0000000,-9999,-9999,-9999,-9999,5,86,4,-9999,-9999,-9999,-9999,No,Moderately well drained,15.0000000,99.0000000,183.0000000,180,0,180,"hills, hillslopes, plains",-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,11.0000000,889,1080,1270,-9999,-9999,-9999,150,170,190,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,C,Low,High,"Fine-loamy, isotic, mesic Aqualfic Haplorthods",Spodosols,Orthods,Haplorthods,Aqualfic Haplorthods,fine-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75063,21088770
551,1246,99648706,48.782659207800002,-122.421813010999998,.,75038.0000000,414461.000000000000000,75038,64,156,"Squalicum gravelly loam, 5 to 15 percent slopes",-9999,10.0000000,9.8000002,-9999,110,110,None,None,1,6.2500000,12.5000000,23.7999992,26.2000008,Moderately well drained,Moderately well drained,B,-9999,100,3,85,Somewhat limited,Somewhat limited,Not rated,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0060000,Moderate,2,1.0000000,75038,309,-9999,85,-9999,Squalicum,Series,Yes,-9999,-9999,5.0000000,10.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Moderately well drained,61.0000000,259.0000000,457.0000000,180,0,180,"foothills, hillslopes",-9999.0000000,0.2300000,-9999.0000000,9.0000000,9.0000000,9.0000000,1143,1143,1143,-9999,-9999,-9999,140,180,220,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,None,0,0,0,-9999,-9999,-9999,B,Low,High,"Coarse-loamy, isotic, mesic Typic Haplorthods",Spodosols,Orthods,Haplorthods,Typic Haplorthods,coarse-loamy,-9999,-9999,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,75038,21088632
552,1247,99760722,47.595963333299999,-120.659058333000004,.,73374.0000000,52502.000000000000000,73374,4638,PlD,"Peshastin stony loam, 0 to 25 percent slopes",-9999,13.0000000,13.0000000,-9999,-9999,-9999,None,None,0,3.6800001,6.8600001,9.8599997,12.8599997,Well drained,Well drained,B,4,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Very limited,1.0000000,Severe,0,0.8370000,73374,15416,-9999,100,-9999,Peshastin,Series,Yes,NIRR,-9999,0.0000000,13.0000000,25.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,213.0000000,473.0000000,732.0000000,180,0,180,terraces,-9999.0000000,0.2300000,-9999.0000000,9.0000000,10.0000000,10.0000000,203,254,305,-9999,-9999,-9999,140,165,190,4,s,-9999,4,e,-9999,-9999,-9999,-9999,300,450,550,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Moderate,-9999,-9999,-9999,-9999,-9999,-9999,B,Low,Moderate,"Loamy-skeletal, mixed, superactive, mesic Calcidic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Calcidic Haploxerolls,loamy-skeletal,-9999,superactive,not used,mesic,-9999,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,73374,20807265
553,1253,99989148,47.407986666699998,-121.607636666999994,.,74001.0000000,1829806.000000000000000,74001,5616,197,"Playco loamy sand, 30 to 65 percent slopes",-9999,48.0000000,48.0000000,-9999,-9999,-9999,None,None,0,3.4500000,6.6999998,13.1999998,19.7000008,Well drained,Well drained,B,-9999,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,74001,18562,-9999,100,-9999,Playco,Series,Yes,-9999,-9999,30.0000000,48.0000000,65.0000000,-9999,-9999,-9999,-9999,3,134,2,-9999,-9999,-9999,-9999,No,Well drained,762.0000000,930.0000000,1097.0000000,180,0,180,mountain slopes,-9999.0000000,0.2300000,-9999.0000000,5.0000000,6.0000000,6.0000000,1905,2096,2286,-9999,-9999,-9999,110,120,130,7,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Moderate,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Loamy-skeletal, mixed Haplic Cryohumods",Spodosols,Humods,Cryohumods,Haplic Cryohumods,loamy-skeletal,-9999,-9999,not used,-9999,-9999,cryic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,74001,20810887
554,1254,100087686,48.668905260000002,-121.280248729999997,.,2421680.0000000,199804.000000000000000,2421684,206,6010,"Roland-Skymo-Deerlick complex, 0 to 25 percent slopes",-9999,10.0000000,8.1999998,-9999,30,35,Occasional,Occasional,5,4.1399999,6.5100002,10.3199997,12.5299997,Moderately well drained,Somewhat poorly drained,B,-9999,100,4,90,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,0.7890000,Moderate,5,1.0000000,2421684,1075,-9999,5,-9999,Manlywham,Series,No,-9999,-9999,0.0000000,1.0000000,2.0000000,-9999,-9999,-9999,-9999,4,86,3,-9999,-9999,-9999,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,105.0000000,435.0000000,865.0000000,180,0,180,"depressions on valleys, flood plains on valleys",0.0900000,0.1600000,0.2300000,5.0000000,7.8000002,10.6000004,1143,1880,2565,-9999,-9999,-9999,60,75,90,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,High,3,5,8,8,13,25,A/D,High,High,"Coarse-loamy over sandy or sandy-skeletal, isotic, acid, frigid Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,coarse-loamy over sandy or sandy-skeletal,not used,not used,acid,frigid,Aquic,frigid,eleventh edition,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2421684,21110584
