OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
141,597,78405805,45.428278749000000,-123.231544420000006,.,42.084655761999997,-0.001771188300000,-0.000045683900000,9.237173080400000,216.000000000000000,2731438.0000000,,2731438,,2790D,"Melbourne-Goodin silty clay loams, 12 to 20 percent slopes",,16.0000000,15.8999996,74,,,None,None,0,5.2399998,10.0699997,17.2900009,23.0799999,Well drained,Well drained,C,,100,3,77,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0810000,Severe,1,1.0000000,2731438,,,70,,Melbourne,Series,Yes,,,12.0000000,16.0000000,20.0000000,15,18,30,,5,48,6,,,,,No,Well drained,61.0000000,168.0000000,396.0000000,180,0,180,"hills, hillslopes",,0.1600000,,10.0000000,11.1000004,12.1999998,1016,1270,1524,,,,165,188,210,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Fine, mixed, superactive, mesic Ultic Palexeralfs",Alfisols,Xeralfs,Palexeralfs,Ultic Palexeralfs,fine,not used,superactive,not used,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,2731438,21583579
142,598,78405834,45.428262738999997,-123.232085049999995,.,44.074611664000003,0.001969753100000,0.001969586800000,10.283266068000000,224.000000000000000,2731438.0000000,,2731438,,2790D,"Melbourne-Goodin silty clay loams, 12 to 20 percent slopes",,16.0000000,15.8999996,74,,,None,None,0,5.2399998,10.0699997,17.2900009,23.0799999,Well drained,Well drained,C,,100,3,77,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0810000,Severe,1,1.0000000,2731438,,,70,,Melbourne,Series,Yes,,,12.0000000,16.0000000,20.0000000,15,18,30,,5,48,6,,,,,No,Well drained,61.0000000,168.0000000,396.0000000,180,0,180,"hills, hillslopes",,0.1600000,,10.0000000,11.1000004,12.1999998,1016,1270,1524,,,,165,188,210,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Fine, mixed, superactive, mesic Ultic Palexeralfs",Alfisols,Xeralfs,Palexeralfs,Ultic Palexeralfs,fine,not used,superactive,not used,mesic,Typic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,2731438,21583579
143,608,78549301,46.181386111000002,-123.837483329999998,.,212.063690189999988,-0.001058395500000,0.000717851600000,2.670323848700000,78.000000000000000,60916.0000000,,60916,,60D,"Templeton medial silt loam, 3 to 30 percent slopes",,18.0000000,18.0000000,150,,,None,None,0,8.2500000,14.9099998,26.4099998,37.9099998,Well drained,Well drained,B,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,60916,,,85,,Templeton,Series,Yes,,,5.0000000,18.0000000,30.0000000,,,,,4,48,6,,Tree cover,Conifers,,No,Well drained,15.1999998,282.0000000,548.5999756,113,248,23,"mountains, hillslopes, mountain slopes",0.0900000,0.2300000,0.2300000,7.8000002,9.3999996,11.1000004,2032,2413,2794,,,,120,165,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,High,High,"Fine-silty, isotic, isomesic Andic Dystrudepts",Inceptisols,Udepts,Dystrudepts,Andic Dystrudepts,fine-silty,not used,not used,not used,isomesic,Typic,isomesic,ninth edition,,,,,,,N/A,N/A,,,,,60916,20853503
144,615,78614205,45.845599999999997,-123.759933329999996,.,202.635421750000006,0.003414843200000,0.003466934000000,16.007850647000001,168.000000000000000,60917.0000000,,60917,,61E,"Templeton-Ecola silt loams, 30 to 60 percent slopes",,45.0000000,45.0000000,91,,,None,None,0,8.3599997,14.8800001,25.8600006,34.4900017,Well drained,Well drained,B,,80,6,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,60917,,,60,,Templeton,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,48,6,,Tree cover,Conifers,,No,Well drained,15.1999998,282.0000000,548.5999756,180,0,180,"mountains, mountain slopes, hillslopes",0.0900000,0.2300000,0.2300000,7.8000002,9.3999996,11.1000004,2032,2413,2794,,,,120,165,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,High,High,"Fine-silty, isotic, isomesic Andic Dystrudepts",Inceptisols,Udepts,Dystrudepts,Andic Dystrudepts,fine-silty,not used,not used,not used,isomesic,Typic,isomesic,ninth edition,,,,,,,N/A,N/A,,,,,60917,20853504
145,616,78620270,45.780938888999998,-123.417024999999995,.,96.736511230000005,-0.004099674500000,0.000185590800000,13.963861465000001,560.000000000000000,60895.0000000,,60895,,47E,"Murtip-Caterl complex, 30 to 60 percent slopes",,45.0000000,45.0000000,127,,,None,None,0,8.2900000,14.4600000,23.5300007,27.5400009,Well drained,Well drained,B,,80,6,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,60895,,,45,,Murtip,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,134,2,,Tree cover,Conifers,,No,Well drained,548.5999756,732.0000000,914.4000244,23,135,248,"mountain slopes, mountains",0.0900000,0.1600000,0.2300000,5.5999999,6.6999998,7.8000002,2540,2921,3302,,,,60,80,100,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,B,Moderate,High,"Medial, ferrihydritic, frigid Alic Hapludands",Andisols,Udands,Hapludands,Alic Hapludands,medial,not used,not used,not used,frigid,Typic,frigid,ninth edition,,,,,,,N/A,N/A,,,,,60895,20853495
146,617,78624632,45.782005556000001,-123.405727780000007,.,295.858764650000012,0.001063255000000,0.005463840400000,9.821389198300000,557.000000000000000,60895.0000000,,60895,,47E,"Murtip-Caterl complex, 30 to 60 percent slopes",,45.0000000,45.0000000,127,,,None,None,0,8.2900000,14.4600000,23.5300007,27.5400009,Well drained,Well drained,B,,80,6,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,60895,,,45,,Murtip,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,134,2,,Tree cover,Conifers,,No,Well drained,548.5999756,732.0000000,914.4000244,23,135,248,"mountain slopes, mountains",0.0900000,0.1600000,0.2300000,5.5999999,6.6999998,7.8000002,2540,2921,3302,,,,60,80,100,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,0,0,0,,,,B,Moderate,High,"Medial, ferrihydritic, frigid Alic Hapludands",Andisols,Udands,Hapludands,Alic Hapludands,medial,not used,not used,not used,frigid,Typic,frigid,ninth edition,,,,,,,N/A,N/A,,,,,60895,20853495
147,651,78844909,45.394960679999997,-122.773887099999996,.,196.265655519999996,0.002485881600000,-0.000770108300000,5.237192153900000,42.000000000000000,61420.0000000,,61420,,10,"Chehalis silt loam, occasional overflow",,2.0000000,2.0000000,,,,Occasional,Occasional,4,5.0000000,9.8900003,19.3199997,28.7500000,Well drained,Well drained,B,2,85,2,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.1020000,Slight,4,0.6180000,61420,,,4,,Wapato,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Poorly drained,30.0000000,61.0000000,91.0000000,,,,flood plains,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61420,20855498
148,652,78890579,45.717588888999998,-123.916183329999996,.,186.203903200000013,-0.001472115700000,-0.000550184700000,1.909741878500000,14.000000000000000,67290.0000000,,67290,,11B,"Netarts fine sandy loam, 0 to 5 percent slopes",,3.0000000,3.0000000,,,,None,None,10,3.4000001,4.9200001,7.9400001,10.9700003,Well drained,Well drained,A,,95,4,95,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Good,Not limited,0.1050000,Slight,10,0.8000000,67290,,,85,,Netarts,Series,Yes,,,0.0000000,3.0000000,5.0000000,,,,,5,86,3,,,,,No,Well drained,6.0999999,48.7999992,91.4000015,,,,"coastal plains, dunes on marine terraces",0.0200000,0.0200000,0.0900000,9.3999996,10.0000000,11.1000004,2032,2286,2540,,,,180,240,300,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,High,"Sandy, isotic, isomesic Entic Haplorthods",Spodosols,Orthods,Haplorthods,Entic Haplorthods,sandy,not used,not used,not used,isomesic,Typic,isomesic,ninth edition,,,,,,,N/A,N/A,,,,,67290,20855005
149,653,78891107,45.718761110999999,-123.934222219999995,.,243.807601930000004,-0.000790966700000,-0.000434300300000,4.060575962100000,20.000000000000000,67149.0000000,,67149,,11D,"Netarts fine sandy loam, 5 to 30 percent slopes",,18.0000000,18.0000000,,,,None,None,0,3.4500000,4.9499998,7.9499998,10.9499998,Well drained,Well drained,A,,90,4,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Somewhat limited,0.1800000,Severe,0,1.0000000,67149,,,90,,Netarts,Series,Yes,,,5.0000000,18.0000000,30.0000000,,,,,5,86,3,,,,,No,Well drained,6.0999999,48.7999992,91.4000015,68,180,293,"coastal plains, dunes on marine terraces",0.0200000,0.0200000,0.0900000,9.3999996,10.0000000,11.1000004,2032,2286,2540,,,,180,240,300,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,High,"Sandy, isotic, isomesic Entic Haplorthods",Spodosols,Orthods,Haplorthods,Entic Haplorthods,sandy,not used,not used,not used,isomesic,Typic,isomesic,ninth edition,,,,,,,N/A,N/A,,,,,67149,20855011
150,656,78943497,45.787952777999998,-123.446233329999998,.,223.883087160000002,-0.002137554300000,0.001628993400000,20.564485550000001,497.000000000000000,60906.0000000,,60906,,56D,"Rinearson silt loam, 3 to 30 percent slopes",,17.0000000,16.5000000,132,,,None,None,3,5.7300000,10.7299995,20.7099991,27.2199993,Well drained,Well drained,B,,88,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.1110000,Severe,3,1.0000000,60906,,,85,,Rinearson,Series,Yes,,,3.0000000,17.0000000,30.0000000,,,,,4,48,6,,Tree cover,Conifers,,No,Well drained,152.3999939,320.0000000,487.7000122,338,90,203,"mountain slopes, mountains",0.1600000,0.1600000,0.2300000,7.8000002,9.3999996,11.1000004,2032,2540,3048,,,,100,155,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Moderate,"Fine-silty, isotic, mesic Humic Dystrudepts",Inceptisols,Udepts,Dystrudepts,Humic Dystrudepts,fine-silty,not used,not used,not used,mesic,Typic,mesic,ninth edition,,,,,,,N/A,N/A,,,,,60906,20853497
151,665,79403269,45.488777106000001,-122.495597200000006,.,35.967739105000000,-0.002808753600000,-0.000023480700000,9.188825607300000,142.000000000000000,61821.0000000,,61821,,37D,"Quatama loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,76,76,None,None,0,4.2500000,8.9200001,17.4799995,22.9799995,Moderately well drained,Moderately well drained,C,,90,4,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,61821,,,90,,Quatama,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,5,48,6,,,,,No,Moderately well drained,23.0000000,76.0000000,122.0000000,23,158,293,terraces,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-loamy, mixed, mesic Aquultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Aquultic Haploxeralfs,fine-loamy,,,not used,mesic,Aquic,mesic,,,,,,,,N/A,N/A,,,,,61821,20854504
152,671,79734615,45.434197222000002,-122.557983329999999,.,143.948257450000000,0.002738719600000,0.003018126800000,4.542372703600000,104.000000000000000,61708.0000000,,61708,,70B,"Powell silt loam, 0 to 8 percent slopes",,4.0000000,4.1999998,,38,38,None,None,0,5.5799999,9.6800003,15.1199999,20.4500008,Somewhat poorly drained,Somewhat poorly drained,D,3,80,3,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.8650000,Moderate,6,1.0000000,61708,,,2,,Aquepts,Taxon above family,No ,,,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquepts,Inceptisols,Aquepts,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61708,20855789
153,672,79734782,45.434163912999999,-122.557834540000002,.,146.676544189999987,0.000240784300000,0.002776335900000,3.250582218200000,104.000000000000000,61708.0000000,,61708,,70B,"Powell silt loam, 0 to 8 percent slopes",,4.0000000,4.1999998,,38,38,None,None,0,5.5799999,9.6800003,15.1199999,20.4500008,Somewhat poorly drained,Somewhat poorly drained,D,3,80,3,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.8650000,Moderate,6,1.0000000,61708,,,2,,Aquepts,Taxon above family,No ,,,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,depressions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquepts,Inceptisols,Aquepts,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61708,20855789
154,673,79795380,45.514830000000003,-122.718413330000004,.,71.494773864999999,0.003519545100000,-0.001253124300000,11.653204918000000,264.000000000000000,61774.1640625,,61774,,17D,"Goble silt loam, 15 to 30 percent slopes",,23.0000000,23.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.9200000,Severe,0,1.0000000,61774,,,85,,Goble,Series,Yes,,,15.0000000,23.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61774,20854363
155,674,79798662,45.514695181000000,-122.718335229999994,.,71.494773864999999,0.003519545100000,-0.001253124300000,11.653204918000000,264.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
156,675,79802035,45.514804685000001,-122.718114819999997,.,92.142219542999996,0.003837463900000,-0.003223124000000,11.106380463000001,263.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
157,676,79805855,45.514343330999999,-122.715665099999995,.,83.312995911000002,0.005340382000000,0.000768151700000,11.108209609999999,267.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
158,677,79809971,45.513581354999999,-122.719411960000002,.,109.120353699999995,0.001942695400000,-0.000335775900000,2.178060054800000,272.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
159,678,79812540,45.513665078999999,-122.719534049999993,.,109.120353699999995,0.001942695400000,-0.000335775900000,2.178060054800000,272.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
160,701,80279776,45.210197221999998,-122.273722219999996,.,93.652107239000003,-0.000808420500000,-0.001059498100000,5.369602680200000,469.000000000000000,61693.0000000,,61693,,60C,"Molalla cobbly loam, 8 to 15 percent slopes",,12.0000000,12.0000000,112,,,None,None,0,3.6099999,7.6100001,15.6099997,17.5300007,Well drained,Well drained,B,,85,3,85,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0070000,Moderate,0,0.7540000,61693,,,85,,Molalla,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,38,7,,,,,No,Well drained,244.0000000,397.0000000,549.0000000,158,270,23,hillslopes,0.0900000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,1524,1715,1905,,,,140,170,200,3,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Moderate,"Fine-loamy, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61693,20855767
161,702,80280181,45.210625000000000,-122.271105559999995,.,32.068740845000001,0.002863029000000,-0.000231390700000,7.112205505400000,474.000000000000000,61693.0000000,,61693,,60C,"Molalla cobbly loam, 8 to 15 percent slopes",,12.0000000,12.0000000,112,,,None,None,0,3.6099999,7.6100001,15.6099997,17.5300007,Well drained,Well drained,B,,85,3,85,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0070000,Moderate,0,0.7540000,61693,,,85,,Molalla,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,38,7,,,,,No,Well drained,244.0000000,397.0000000,549.0000000,158,270,23,hillslopes,0.0900000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,1524,1715,1905,,,,140,170,200,3,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Moderate,"Fine-loamy, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61693,20855767
162,703,80289561,45.343150000000001,-121.941691669999997,.,144.046600339999998,-0.002710973800000,-0.000770990300000,3.513625145000000,444.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
