OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
220,864,86364022,45.510750000000002,-122.491569440000006,.,191.005661010000011,-0.002238534200000,0.000250029600000,2.004038810700000,74.000000000000000,61805.0000000,,61805,,30A,"Multnomah-Urban land complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,Well drained,Well drained,B,3,50,3,50,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.0240000,Slight,0,1.0000000,61805,,,50,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61805,20854464
221,868,86581975,45.515915579000001,-122.718535140000000,.,103.357200620000000,-0.001753220200000,-0.003857889000000,8.435708046000000,235.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
222,869,86585445,45.515921964999997,-122.719009139999997,.,71.679336547999995,-0.001923923300000,-0.003818783900000,10.246113777000000,236.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
223,870,86730250,45.513346016000000,-122.719582919999993,.,213.625762939999987,0.003727763900000,-0.002168456800000,9.276566505400000,269.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
224,871,86733691,45.513371913999997,-122.719589150000004,.,213.625762939999987,0.003727763900000,-0.002168456800000,9.276566505400000,269.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
225,872,86735676,45.513538523999998,-122.719413349999996,.,109.120353699999995,0.001942695400000,-0.000335775900000,2.178060054800000,272.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
226,873,86737269,45.513662238000002,-122.719392600000006,.,109.120353699999995,0.001942695400000,-0.000335775900000,2.178060054800000,272.000000000000000,61773.0000000,,61773,,17C,"Goble silt loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Not limited,0.0000000,Severe,0,1.0000000,61773,,,85,,Goble,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,248,0,113,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61773,20854362
227,874,86796350,43.563833864000003,-123.390806949999998,.,200.650283809999991,0.001417660600000,0.002366927700000,20.583932876999999,499.000000000000000,67058.0000000,,67058,,79F,"Fernhaven gravelly loam, 30 to 50 percent slopes",,40.0000000,40.0000000,,,,None,None,0,6.9000001,11.3000002,21.2999992,31.2999992,Well drained,Well drained,B,,75,6,75,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,67058,,,75,,Fernhaven,Series,Yes,,,30.0000000,40.0000000,50.0000000,,,,,5,38,7,,,,,No,Well drained,61.0000000,488.0000000,914.0000000,113,248,23,"mountains, mountains",0.2300000,0.2300000,0.3700000,7.0000000,10.0000000,12.0000000,1397,1842,2286,,,,145,193,240,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Moderate,"Fine-loamy, mixed, mesic Typic Paleudults",Ultisols,Udults,Paleudults,Typic Paleudults,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,67058,20865327
228,880,86923184,45.284844444000001,-121.878625000000000,.,119.785514829999997,0.001596818400000,0.006902909400000,26.255281448000002,1114.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
229,887,87779139,45.293005000000001,-121.880354999999994,.,61.020309447999999,0.005781190500000,0.002250009200000,26.693796158000001,791.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
230,894,88589058,45.516773972000003,-122.717965329999998,.,118.622558589999997,-0.003674924800000,-0.000964060500000,7.690359592400000,228.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
231,895,88589921,45.516921777999997,-122.717889499999998,.,139.575729370000005,-0.002115530400000,-0.000713928100000,6.278457641600000,228.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
232,900,88864273,45.587300466999999,-122.761043299999997,.,276.711120610000023,0.000349413000000,-0.007156998400000,13.933251381000000,4.000000000000000,61840.0000000,,61840,,50A,"Urban land, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,,,,,,,,,100,8,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,61840,,,100,,Urban land,Miscellaneous area,Yes,,,0.0000000,2.0000000,3.0000000,,,,,,,,,,,,No,,6.0000000,11.0000000,15.0000000,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61840,20854312
233,902,89124620,45.496475169999997,-122.286880550000006,.,91.451728821000003,-0.001905624600000,0.000902012800000,3.507553577400000,62.000000000000000,61769.0000000,,61769,,13,Dabney loamy sand,,2.0000000,2.0000000,,,,None,None,0,1.7500000,3.3800001,6.3800001,9.3800001,Somewhat excessively drained,Somewhat excessively drained,A,,95,6,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.5000000,Slight,10,1.0000000,61769,,,10,,Riverwash,Miscellaneous area,No ,,,0.0000000,2.0000000,3.0000000,,,,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,,,,,,,flood plains,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,,,,,,,,not used,,,not used,,,,,,,,,,,N/A,N/A,,,,,61769,20854412
234,903,89124631,45.496559449999999,-122.286901589999999,.,189.551635739999995,-0.002543390000000,0.000051773600000,1.984181881000000,61.000000000000000,61769.0000000,,61769,,13,Dabney loamy sand,,2.0000000,2.0000000,,,,None,None,0,1.7500000,3.3800001,6.3800001,9.3800001,Somewhat excessively drained,Somewhat excessively drained,A,,95,6,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.5000000,Slight,10,1.0000000,61769,,,10,,Riverwash,Miscellaneous area,No ,,,0.0000000,2.0000000,3.0000000,,,,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,,,,,,,flood plains,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,,,,,,,,not used,,,not used,,,,,,,,,,,N/A,N/A,,,,,61769,20854412
235,904,89124659,45.496907551000000,-122.287903810000003,.,251.897567750000007,-0.001043709500000,0.000128470800000,1.399480581300000,62.000000000000000,61769.0000000,,61769,,13,Dabney loamy sand,,2.0000000,2.0000000,,,,None,None,0,1.7500000,3.3800001,6.3800001,9.3800001,Somewhat excessively drained,Somewhat excessively drained,A,,95,6,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.5000000,Slight,10,1.0000000,61769,,,10,,Riverwash,Miscellaneous area,No ,,,0.0000000,2.0000000,3.0000000,,,,,,,,,,,Neither wooded nor farmable under natural conditions,Yes,Poorly drained,,,,,,,flood plains,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,,,,,,,,not used,,,not used,,,,,,,,,,,N/A,N/A,,,,,61769,20854412
236,906,89240554,45.323261666999997,-122.288636670000002,.,296.062957760000018,-0.003798723900000,-0.001262343600000,6.937883377100000,183.000000000000000,61617.0000000,,61617,,20,Coburg silty clay loam,,2.0000000,2.0000000,,61,61,None,None,5,4.7399998,9.4300003,18.7999992,28.2099991,Moderately well drained,Moderately well drained,C,2,85,2,85,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.1110000,Slight,6,0.9990000,61617,,,5,,Conser,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,38,7,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,99.0000000,152.0000000,,,,terraces,0.0900000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61617,20855661
237,912,89398239,45.516907416000002,-122.717841039999996,.,139.575729370000005,-0.002115530400000,-0.000713928100000,6.278457641600000,228.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
238,923,89710558,45.350394444000003,-122.844736109999999,.,198.007583619999991,-0.002491316500000,-0.001950066800000,7.795119285600000,57.000000000000000,61494.4179688,,61494,,37D,"Quatama loam, 12 to 20 percent slopes",,16.0000000,15.3999996,,76,76,None,None,0,4.2800002,8.9099998,16.5900002,21.9300003,Moderately well drained,Moderately well drained,C,,85,4,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,4,1.0000000,61494,,,4,,Huberly,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,4,48,6,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,61.0000000,76.0000000,,,,terraces,0.3000000,0.3000000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Typic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Typic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61494,20855361
239,925,89737458,45.519549763000001,-122.718815019999994,.,324.783142090000013,0.001217342000000,0.002748872200000,13.714834213000000,235.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
240,927,89893852,45.517858936000003,-122.717896690000003,.,124.289321900000004,-0.004784511900000,-0.006041102600000,8.323467254600001,215.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
241,935,90089172,45.517658062000002,-122.717248940000005,.,157.167327879999988,-0.000467725200000,0.000612324200000,14.570791245000001,225.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
242,951,90817505,45.474426667000003,-122.670581670000004,.,257.144073489999982,-0.001624212500000,-0.001294000800000,3.370460987100000,10.000000000000000,61835.7851562,,61836,,48,"Sifton gravelly loam, occasionally flooded",,2.0000000,1.9000000,,,,Occasional,Occasional,4,3.6199999,7.2399998,10.8100004,13.3599997,Somewhat excessively drained,Somewhat excessively drained,A,3,93,3,93,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0650000,Slight,8,1.0000000,61836,,,4,,Sauvie,Series,No ,IRR,silty clay loam surface,0.0000000,1.0000000,2.0000000,,,,,5,48,6,,,,,Yes,Poorly drained,3.0000000,5.0000000,6.0000000,,,,flood plains,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,2,w,,2,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61836,20854304
243,955,91060842,45.517856799000000,-122.717844200000002,.,124.289321900000004,-0.004784511900000,-0.006041102600000,8.323467254600001,215.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
