OID_,Field1,ID2,lat,long,el,RASTERVALU,VAT_Mapuni,VAT_Mapu_1,muaggatt_O,muaggatt_m,muaggatt_1,muaggatt_2,muaggatt_s,muaggatt_3,muaggatt_b,muaggatt_w,muaggatt_4,muaggatt_f,muaggatt_5,muaggatt_p,muaggatt_a,muaggatt_6,muaggatt_7,muaggatt_8,muaggatt_d,muaggatt_9,muaggatt_h,muaggatt_i,muaggat_10,muaggatt_n,muaggat_11,muaggatt_e,muaggat_12,muaggat_13,muaggat_14,muaggat_15,muaggat_16,muaggat_17,muaggat_18,muaggat_19,muaggat_20,muaggat_21,muaggat_22,muaggatt_u,muaggat_23,muaggat_24,muaggat_25,muaggat_26,muaggat_27,component_,component1,componen_1,componen_2,componen_3,componen_4,componen_5,componen_6,componen_7,componen_8,componen_9,compone_10,compone_11,compone_12,compone_13,compone_14,compone_15,compone_16,compone_17,compone_18,compone_19,compone_20,compone_21,compone_22,compone_23,compone_24,compone_25,compone_26,compone_27,compone_28,compone_29,compone_30,compone_31,compone_32,compone_33,compone_34,compone_35,compone_36,compone_37,compone_38,compone_39,compone_40,compone_41,compone_42,compone_43,compone_44,compone_45,compone_46,compone_47,compone_48,compone_49,compone_50,compone_51,compone_52,compone_53,compone_54,compone_55,compone_56,compone_57,compone_58,compone_59,compone_60,compone_61,compone_62,compone_63,compone_64,compone_65,compone_66,compone_67,compone_68,compone_69,compone_70,compone_71,compone_72,compone_73,compone_74,compone_75,compone_76,compone_77,compone_78,compone_79,compone_80,compone_81,compone_82,compone_83,compone_84,compone_85,compone_86,compone_87,compone_88,compone_89,compone_90,compone_91,compone_92,compone_93,compone_94,compone_95,compone_96,compone_97,compone_98,compone_99,compon_100,compon_101,compon_102,compon_103,compon_104,compon_105,compon_106,compon_107,compon_108
103,536,76052738,45.295417637400000,-122.362209968000002,.,61708.5000000,190316.000000000000000,61708,3495,70B,"Powell silt loam, 0 to 8 percent slopes",-9999,4.0000000,4.1999998,-9999,38,38,None,None,0,5.5799999,9.6800003,15.1199999,20.4500008,Somewhat poorly drained,Somewhat poorly drained,D,3,80,3,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.8650000,Moderate,6,1.0000000,61708,9241,-9999,2,-9999,Aquepts,Taxon above family,No,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Wooded under natural conditions,Yes,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,depressions,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Aquepts,Inceptisols,Aquepts,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61708,20855789
104,537,76053291,45.297274999999999,-122.348872221999997,.,61721.0000000,109554.000000000000000,61721,3508,77B,"Salem gravelly silt loam, 0 to 7 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,3.4500000,6.6999998,9.6899996,11.6899996,Well drained,Well drained,B,2,90,2,90,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0160000,Moderate,0,1.0000000,61721,9261,-9999,90,-9999,Salem,Series,Yes,-9999,-9999,0.0000000,4.0000000,7.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,130.0000000,198.0000000,-9999,-9999,-9999,stream terraces,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,2,s,-9999,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61721,20855809
105,538,76054693,45.299227777799999,-122.358616667000007,.,61720.0000000,30789.000000000000000,61720,3507,76C,"Salem silt loam, 7 to 12 percent slopes",-9999,10.0000000,10.0000000,-9999,-9999,-9999,None,None,0,3.4500000,6.6999998,9.6899996,11.6899996,Well drained,Well drained,B,2,90,2,90,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,61720,9260,-9999,90,-9999,Salem,Series,Yes,-9999,-9999,7.0000000,10.0000000,12.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,130.0000000,198.0000000,113,203,293,stream terraces,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,2,s,-9999,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61720,20855808
106,544,76299392,45.294998057800001,-122.364976666999993,.,61719.0000000,320960.000000000000000,61719,3506,76B,"Salem silt loam, 0 to 7 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,3.4500000,6.6999998,9.6899996,11.6899996,Well drained,Well drained,B,2,85,2,85,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0160000,Moderate,0,1.0000000,61719,9259,-9999,85,-9999,Salem,Series,Yes,-9999,-9999,0.0000000,4.0000000,7.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,130.0000000,198.0000000,-9999,-9999,-9999,stream terraces,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,2,s,-9999,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61719,20855807
107,546,76318112,45.657200753900000,-121.867733439000006,.,2595840.0000000,41034649.000000000000000,2595838,3162,NOTCOM,No Digital Data Available,-9999,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,0,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,100,-9999,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,-9999.0000000,Not rated,0,-9999.0000000,2595838,8790,-9999,100,-9999,NOTCOM,-9999,Yes,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,2595838,21831339
108,547,76342430,45.299424999999999,-122.354327777999998,.,61721.0000000,109554.000000000000000,61721,3508,77B,"Salem gravelly silt loam, 0 to 7 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,3.4500000,6.6999998,9.6899996,11.6899996,Well drained,Well drained,B,2,90,2,90,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0160000,Moderate,0,1.0000000,61721,9261,-9999,90,-9999,Salem,Series,Yes,-9999,-9999,0.0000000,4.0000000,7.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,130.0000000,198.0000000,-9999,-9999,-9999,stream terraces,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,2,s,-9999,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61721,20855809
109,549,76386517,45.299338888900003,-122.352041666999995,.,61637.0000000,150955.000000000000000,61637,3424,31F,"Dystrochrepts, very steep",-9999,58.0000000,58.0000000,112,137,137,None,None,0,3.9000001,7.4000001,14.3999996,16.0799999,Well drained,Well drained,B,-9999,80,6,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61637,9136,-9999,80,-9999,Dystrochrepts,Taxon above family,Yes,-9999,-9999,35.0000000,58.0000000,80.0000000,-9999,-9999,-9999,-9999,3,38,7,-9999,-9999,-9999,-9999,No,Well drained,46.0000000,328.0000000,610.0000000,203,315,68,terraces,-9999.0000000,0.3000000,-9999.0000000,9.0000000,10.0000000,11.0000000,1397,1905,2413,-9999,-9999,-9999,140,170,200,6,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,Dystrochrepts,Inceptisols,Ochrepts,Dystrochrepts,-9999,not used,-9999,-9999,not used,not used,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61637,20855693
110,550,76389103,45.297841666700002,-122.349680555999996,.,61721.0000000,109554.000000000000000,61721,3508,77B,"Salem gravelly silt loam, 0 to 7 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,3.4500000,6.6999998,9.6899996,11.6899996,Well drained,Well drained,B,2,90,2,90,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0160000,Moderate,0,1.0000000,61721,9261,-9999,90,-9999,Salem,Series,Yes,-9999,-9999,0.0000000,4.0000000,7.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,61.0000000,130.0000000,198.0000000,-9999,-9999,-9999,stream terraces,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1016,1270,1524,-9999,-9999,-9999,165,188,210,2,s,-9999,2,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61721,20855809
111,551,76439466,45.298036111099997,-122.372847222000004,.,61696.1015625,23782.000000000000000,61696,3483,62B,"Multnomah cobbly silt loam, 0 to 7 percent slopes",-9999,4.0000000,4.0000000,-9999,-9999,-9999,None,None,0,4.9000001,9.3999996,17.8400002,19.8400002,Well drained,Well drained,B,3,85,3,85,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0280000,Moderate,0,1.0000000,61696,9220,-9999,85,-9999,Multnomah,Series,Yes,-9999,-9999,0.0000000,4.0000000,7.0000000,-9999,-9999,-9999,-9999,3,56,5,-9999,-9999,-9999,-9999,No,Well drained,30.0000000,46.0000000,61.0000000,-9999,-9999,-9999,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,-9999,-9999,-9999,165,188,210,3,s,-9999,3,s,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61696,20855770
112,552,76443010,45.307502777800003,-122.365586110999999,.,61614.0000000,228890.000000000000000,61614,3401,19,Cloquato silt loam,-9999,2.0000000,2.0000000,-9999,-9999,-9999,Occasional,Occasional,2,5.2300000,10.3299999,20.2900009,27.7199993,Well drained,Well drained,B,-9999,86,2,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0440000,Slight,3,0.6090000,61614,9085,-9999,1,-9999,Aquolls,Taxon above family,No,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Wooded under natural conditions,Yes,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,flood plains,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Aquolls,Mollisols,Aquolls,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61614,20855658
113,553,76444995,45.307697222199998,-122.365125000000006,.,61709.3007812,61199.000000000000000,61709,3496,70C,"Powell silt loam, 8 to 15 percent slopes",-9999,12.0000000,11.8999996,-9999,38,38,None,None,0,5.5900002,9.6700001,15.1300001,20.5100002,Somewhat poorly drained,Somewhat poorly drained,D,3,85,3,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,3,1.0000000,61709,9244,-9999,3,-9999,Delena,Series,No,-9999,-9999,3.0000000,8.0000000,12.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,Wooded under natural conditions,Yes,Poorly drained,76.0000000,252.0000000,427.0000000,158,270,23,"hillslopes, terraces",0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,4,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,D,Moderate,Moderate,"Fine-silty, mixed, mesic Humic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Humic Fragiaquepts,fine-silty,-9999,-9999,not used,mesic,Typic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61709,20855792
114,554,76447094,45.306533333300003,-122.366383333000002,.,61614.0000000,228890.000000000000000,61614,3401,19,Cloquato silt loam,-9999,2.0000000,2.0000000,-9999,-9999,-9999,Occasional,Occasional,2,5.2300000,10.3299999,20.2900009,27.7199993,Well drained,Well drained,B,-9999,86,2,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0440000,Slight,3,0.6090000,61614,9085,-9999,1,-9999,Aquolls,Taxon above family,No,-9999,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Wooded under natural conditions,Yes,-9999,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,flood plains,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999.0000000,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Aquolls,Mollisols,Aquolls,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61614,20855658
115,555,76605285,45.455583333299998,-122.673222222000007,.,61867.0000000,108205.000000000000000,61867,3147,7B,"Cascade silt loam, 3 to 8 percent slopes",-9999,6.0000000,6.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,8772,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,3.0000000,6.0000000,8.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,-9999,-9999,-9999,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61867,20854384
116,556,76624870,45.455913888900000,-122.670461110999995,.,61867.0000000,108205.000000000000000,61867,3147,7B,"Cascade silt loam, 3 to 8 percent slopes",-9999,6.0000000,6.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,8772,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,3.0000000,6.0000000,8.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,-9999,-9999,-9999,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,w,-9999,3,w,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61867,20854384
117,557,76629311,45.456655555600001,-122.670313888999999,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
118,558,76631592,45.456652777800002,-122.671016667000004,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
119,559,76640463,45.456694444400000,-122.672072221999997,.,61868.0000000,195519.000000000000000,61868,3148,7C,"Cascade silt loam, 8 to 15 percent slopes",-9999,12.0000000,12.0000000,-9999,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,8773,-9999,90,-9999,Cascade,Series,Yes,-9999,-9999,8.0000000,12.0000000,15.0000000,-9999,-9999,-9999,-9999,4,56,5,-9999,-9999,-9999,-9999,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,-9999,-9999,-9999,165,188,210,3,e,-9999,3,e,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Low,0,0,0,-9999,-9999,-9999,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,-9999,-9999,not used,mesic,Oxyaquic,mesic,-9999,-9999,-9999,-99,-99,-9999,-9999,N/A,N/A,-99,-9999,-9999,-9999,61868,20854385
