OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
642,1372,106949198,47.698516666700002,-122.380841666699993,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
643,1373,106950175,47.688841666700000,-122.377933333300007,.,,3064836.0000000,,3064836,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3064836,,,5,,Kitsap,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,5,56,5,,,,,No,Somewhat poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,High,"Fine-silty, isotic, nonacid, mesic Aeric Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Aeric Endoaquepts,fine-silty,not used,not used,nonacid,mesic,Oxyaquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064836,21113646
644,1374,107016087,48.610541666700001,-123.145880500000004,.,,1151881.0000000,,1151881,,2002,"Sucia loamy sand, 2 to 10 percent slopes",,5.0000000,5.0000000,,41,61,None,None,0,2.0799999,4.4099998,8.7900000,8.9099998,Moderately well drained,Moderately well drained,A/D,4,90,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.7580000,Moderate,0,1.0000000,1151881,,,90,,Sucia,Series,Yes,,,2.0000000,5.0000000,10.0000000,,,,,3,134,2,,,,,No,Moderately well drained,0.0000000,30.0000000,91.0000000,180,0,180,"plains, valleys",,0.1600000,,8.8999996,9.3999996,10.0000000,635,762,1016,,,,200,220,240,4,s,,4,s,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A/D,Moderate,High,"Fine-loamy, mixed, superactive, mesic Aquultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Aquultic Haploxeralfs,fine-loamy,,superactive,not used,mesic,Aquic,mesic,ninth edition,,,,,,,N/A,N/A,,,,,1151881,20802865
645,1375,107155360,48.142580500000001,-123.185079999999999,.,,73462.0000000,,73462,,23,"Hoypus gravelly sandy loam, 0 to 15 percent slopes",,8.0000000,8.0000000,,,,None,None,0,1.9100000,2.4100001,3.4100001,6.2100000,Somewhat excessively drained,Somewhat excessively drained,A,,100,4,100,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Not limited,0.0000000,Moderate,0,1.0000000,73462,,,100,,Hoypus,Series,Yes,,,0.0000000,8.0000000,15.0000000,,,,,5,56,5,,,,,No,Somewhat excessively drained,15.0000000,158.0000000,305.0000000,180,0,180,"outwash plains, outwash terraces",,0.2300000,,9.0000000,9.0000000,9.0000000,610,610,610,,,,160,180,200,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,Low,"Sandy-skeletal, isotic, mesic Typic Xerorthents",Entisols,Orthents,Xerorthents,Typic Xerorthents,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73462,20808225
646,1376,107195334,48.143977833299999,-123.185775000000007,.,,73454.0000000,,73454,,16,"Dick loamy sand, 0 to 15 percent slopes",,8.0000000,7.6999998,,,,None,None,0,1.5800000,3.0799999,6.0799999,8.8000002,Somewhat excessively drained,Somewhat excessively drained,A,4,85,4,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Somewhat limited,0.6800000,Moderate,0,1.0000000,73454,,,5,,Agnew,Series,No ,,,0.0000000,3.0000000,8.0000000,,,,,,,,,,,,No,Somewhat poorly drained,0.0000000,79.0000000,152.0000000,180,0,180,,,,,10.0000000,10.0000000,10.0000000,533,533,533,,,,,,,2,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fine-loamy, mixed, superactive, mesic Aquic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Aquic Haploxeralfs,fine-loamy,,superactive,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73454,20808214
647,1377,107220192,47.656379999999999,-122.356186666699998,.,,3064837.2500000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
648,1378,107220272,47.660328333300001,-122.356094999999996,.,,3064838.0000000,,3064838,,3057,"Urban land-Alderwood complex, 12 to 35 percent slopes",,25.0000000,22.6000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,1.0000000,Not rated,10,1.0000000,3064838,,,10,,Everett,Series,No ,,,12.0000000,25.0000000,35.0000000,31,61,91,,5,48,6,,,,,No,Somewhat excessively drained,5.0000000,100.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.2300000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,High,Moderate,"Sandy-skeletal, isotic, mesic Humic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Humic Dystroxerepts,sandy-skeletal,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064838,21113662
649,1379,107220490,47.660213333300000,-122.362921666700004,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
650,1380,107223818,47.684429999999999,-122.330353333299996,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
651,1381,107224461,47.691208333299997,-122.302345000000003,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
652,1382,107224666,47.504174440000000,-122.148262079999995,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
653,1383,107224907,47.691186666699998,-122.302528333300003,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
654,1384,107225052,47.504166869999999,-122.146473049999997,.,,1389407.0000000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
655,1385,107225684,47.667583800000003,-122.400312400000004,.,,3064837.0000000,,3064837,,3056,"Urban land-Alderwood complex, 5 to 12 percent slopes",,10.0000000,9.1000004,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3780000,Not rated,10,1.0000000,3064837,,,10,,McKenna,Series,No ,,,0.0000000,1.0000000,5.0000000,30,61,91,,3,38,7,,,,,Yes,Poorly drained,5.0000000,85.0000000,165.0000000,180,0,180,"plains, terraces",0.1600000,0.1600000,0.1600000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C/D,Moderate,High,"Loamy-skeletal, mixed, superactive, nonacid, mesic Humic Epiaquepts",Inceptisols,Aquepts,Epiaquepts,Humic Epiaquepts,loamy-skeletal,not used,superactive,nonacid,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064837,21113657
656,1386,107287792,48.101536166700001,-123.520904999999999,.,,73459.0000000,,73459,,20,"Elwha gravelly sandy loam, 0 to 15 percent slopes",,8.0000000,7.6999998,,69,69,None,None,3,2.5000000,5.0000000,8.3999996,8.3999996,Moderately well drained,Moderately well drained,C,,91,4,85,Somewhat limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Somewhat limited,Fair,Not rated,Somewhat limited,0.0010000,Moderate,6,1.0000000,73459,,,3,,Bellingham,Series,No ,,,0.0000000,3.0000000,8.0000000,,,,,,,,,,,,Yes,Poorly drained,61.0000000,335.0000000,610.0000000,180,0,180,depressions,,,,9.0000000,9.0000000,9.0000000,965,965,965,,,,,,,6,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fine, mixed, superactive, nonacid, mesic Vertic Endoaquepts",Inceptisols,Aquepts,Endoaquepts,Vertic Endoaquepts,fine,,superactive,nonacid,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73459,20808220
657,1387,107299997,47.253680000000003,-122.491796666699997,.,,3227037.0000000,,3227037,,3055,"Urban land-Alderwood complex, 0 to 5 percent slopes",,3.0000000,2.8000000,,65,,,None,10,3.1900001,5.4600000,8.4300003,9.8699999,,Moderately well drained,,,100,8,60,Not rated,Not rated,Not limited,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.3160000,Not rated,10,1.0000000,3227037,,,15,,Alderwood,Series,Yes,,,0.0000000,3.0000000,5.0000000,30,61,91,,3,56,5,,,,,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3227037,21372908
658,1388,107336842,48.050605500000003,-123.788520000000005,.,,3168838.0000000,,3168838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,3168838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3168838,22005946
659,1389,107439069,47.472958333299999,-122.223275000000001,.,,1389462.0000000,,1389462,,Ur,Urban land,,3.0000000,3.0000000,,,,,,0,,,,,,,,,100,8,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,1389462,,,100,,Urban land,Miscellaneous area,Yes,,,0.0000000,3.0000000,5.0000000,,,,,,,,,,,,No,,,,,180,0,180,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,mesic,,,,,,,,N/A,N/A,,,,,1389462,20797393
660,1390,107439154,47.666629999999998,-122.410088333299996,.,,3064830.0000000,,3064830,,988,"Urban land, 0 to 5 percent slopes",,3.0000000,3.2000000,,,,,,0,1.9299999,3.6800001,5.4000001,5.4000001,,,,,100,8,90,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0290000,Not rated,0,1.0000000,3064830,,,5,,Alderwood,Series,No ,,,0.0000000,3.0000000,5.0000000,30,61,91,,3,56,5,,,,,No,Moderately well drained,5.0000000,120.0000000,165.0000000,180,0,180,"hills, plains",0.2300000,0.2300000,0.4400000,9.0000000,10.0000000,11.0000000,760,940,1020,,,,180,210,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,3064830,21113650
661,1391,107485713,47.197504633900003,-124.192267432799994,.,,73682.0000000,,73682,,83,"Mopang silt loam, cool, 5 to 30 percent slopes",,18.0000000,18.0000000,,,,None,None,0,5.3000002,10.3000002,20.2999992,24.6200008,Well drained,Well drained,B,,100,4,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,73682,,,100,,Mopang,Series,Yes,COOL,cool,5.0000000,18.0000000,30.0000000,,,,,4,56,5,,,,,No,Well drained,0.0000000,30.0000000,90.0000000,180,0,180,"ground moraines, uplands",,0.1600000,,9.0000000,9.0000000,9.0000000,2032,2413,2794,,,,160,190,220,4,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,High,"Medial, ferrihydritic, isomesic Typic Fulvudands",Andisols,Udands,Fulvudands,Typic Fulvudands,medial,,,not used,isomesic,,isomesic,,,,,,,,N/A,N/A,,,,,73682,20809572
662,1392,107493720,47.106198312300002,-124.172345995900002,.,,73601.0000000,,73601,,161,Wishkah silty clay loam,,1.0000000,1.0000000,,92,92,None,None,0,4.8000002,9.3000002,18.2800007,26.2800007,Somewhat poorly drained,Somewhat poorly drained,D,,85,2,80,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Not limited,0.0000000,Slight,5,1.0000000,73601,,,80,,Wishkah,Series,Yes,,,0.0000000,1.0000000,2.0000000,,,,,5,48,6,,,,,No,Somewhat poorly drained,15.0000000,84.0000000,152.0000000,180,0,180,"outwash plains, terraces",,0.1600000,,9.0000000,10.0000000,11.0000000,2032,2667,3302,,,,180,200,220,2,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,High,High,"Fine, isotic, isomesic Aquandic Dystrudepts",Inceptisols,Udepts,Dystrudepts,Aquandic Dystrudepts,fine,,,not used,isomesic,,isomesic,,,,,,,,N/A,N/A,,,,,73601,20809695
663,1393,107502297,47.445122089999998,-122.191215439999993,.,,1389406.8750000,,1389407,,AgC,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",,10.0000000,9.1999998,,65,,None,None,5,2.7300000,5.0000000,8.1099997,8.6599998,Moderately well drained,Moderately well drained,B,,100,4,85,Somewhat limited,Very limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0950000,Moderate,5,1.0000000,1389407,,,85,,Alderwood,Series,Yes,,,8.0000000,10.0000000,15.0000000,21,37,40,,3,56,5,,,,,No,Moderately well drained,15.0000000,130.0000000,245.0000000,180,0,180,"hills, plains, ridges",,0.2300000,,9.0000000,10.0000000,11.0000000,635,1080,1524,,,,160,200,240,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,"Loamy-skeletal, isotic, mesic Aquic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Aquic Dystroxerepts,loamy-skeletal,not used,not used,not used,mesic,Aquic,mesic,eleventh edition,,,,,,,N/A,N/A,,,,,1389407,20797138
664,1394,107502653,47.527487909999998,-122.199233010000000,.,,1389427.0000000,,1389427,,InC,"Indianola loamy sand, 5 to 15 percent slopes",,8.0000000,7.9000001,,,,,,2,3.4800000,5.3400002,7.7800002,9.6899996,Somewhat excessively drained,Somewhat excessively drained,A,4,85,4,85,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.7640000,Moderate,2,1.0000000,1389427,,,85,,Indianola,Series,Yes,,,5.0000000,8.0000000,15.0000000,21,40,49,,5,134,2,,,,,No,Somewhat excessively drained,0.0000000,100.0000000,300.0000000,180,0,180,"eskers, kames, outwash plains, terraces",,0.2300000,,9.0000000,9.5000000,10.0000000,750,1150,2050,,,,170,190,210,4,s,,4,e,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,Moderate,"Isotic, mesic Dystric Xeropsamments",Entisols,Psamments,Xeropsamments,Dystric Xeropsamments,not used,not used,not used,not used,mesic,Typic,mesic,twelfth edition,,,,,,,N/A,N/A,,,,,1389427,20797161
